ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Transcription,AlternativeValue,AlternativeTranscription
endepapuanewguinea-13-180-1,,endepapuanewguinea,13-180,mulldae,mulldae,,,Lindsey2019,,,standardorth,muɽdaj,phonetic
endepapuanewguinea-13-181-1,,endepapuanewguinea,13-181,ddob,ddob,,,Lindsey2019,,,standardorth,ɖᶼob,phonetic
endepapuanewguinea-13-190-1,,endepapuanewguinea,13-190,lla gul,lla gul,,,Lindsey2019,,,standardorth,ɽa ɡul,phonetic
endepapuanewguinea-13-210-1,,endepapuanewguinea,13-210,bodo,bodo,,,Lindsey2019,,,standardorth,bodo,phonetic
endepapuanewguinea-13-220-1,,endepapuanewguinea,13-220,kutt,kutt,,,Lindsey2019,,,standardorth,kuʈᶳ,phonetic
endepapuanewguinea-13-230-1,,endepapuanewguinea,13-230,palldor,palldor,,also: pällkapällkae (3+),Lindsey2019,,,standardorth,paɽdor,phonetic
endepapuanewguinea-13-240-1,,endepapuanewguinea,13-240,apte,apte,,,Lindsey2019,,,standardorth,apte,phonetic
endepapuanewguinea-13-330-1,,endepapuanewguinea,13-330,daebe,daebe,,,Lindsey2019,,,standardorth,dajbe,phonetic
endepapuanewguinea-13-340-1,,endepapuanewguinea,13-340,ngattong,ngattong,,,Lindsey2019,,,standardorth,ŋaʈᶳoŋ,phonetic
endepapuanewguinea-13-350-1,,endepapuanewguinea,13-350,imne,imne,,,Lindsey2019,,,standardorth,imne,phonetic
endepapuanewguinea-13-360-1,,endepapuanewguinea,13-360,komllawe,komllawe,,also: kollmällang,Lindsey2019,,,standardorth,komɽawe,phonetic
endepapuanewguinea-13-370-1,,endepapuanewguinea,13-370,där,där,,,Lindsey2019,,,standardorth,dər,phonetic
endepapuanewguinea-13-380-1,,endepapuanewguinea,13-380,komlla ollong,komlla ollong,,,Lindsey2019,,,standardorth,komɽa oɽoŋ,phonetic
endepapuanewguinea-13-420-1,,endepapuanewguinea,13-420,kumuddäga we,kumuddäga we,,,Lindsey2019,,,standardorth,kumuɖᶼəɡa we,phonetic
endepapuanewguinea-13-440-1,,endepapuanewguinea,13-440,kumuddäga ollong,kumuddäga ollong,,,Lindsey2019,,,standardorth,kumuɖᶼəɡa oɽoŋ,phonetic
endepapuanewguinea-14-110-1,,endepapuanewguinea,14-110,täräp,täräp,,,Lindsey2019,,,standardorth,tərəp,phonetic
endepapuanewguinea-14-120-1,,endepapuanewguinea,14-120,pazi,pazi,,,Lindsey2019,,,standardorth,pazi,phonetic
endepapuanewguinea-14-130-1,,endepapuanewguinea,14-130,sisor,sisor,,,Lindsey2019,,,standardorth,sisor,phonetic
endepapuanewguinea-14-140-1,,endepapuanewguinea,14-140,pollo,pollo,,male. Also: duwar (female).,Lindsey2019,,,standardorth,poɽo,phonetic
endepapuanewguinea-14-150-1,,endepapuanewguinea,14-150,llamäg,llamäg,,male. Also: ause (female).,Lindsey2019,,,standardorth,ɽaməɡ,phonetic
endepapuanewguinea-14-160-1,,endepapuanewguinea,14-160,awi ngattong,awi ngattong,,,Lindsey2019,,,standardorth,awi ŋaʈᶳoŋ,phonetic
endepapuanewguinea-14-170-1,,endepapuanewguinea,14-170,täräp tubu,täräp tubu,,also: imneimne,Lindsey2019,,,standardorth,tərəp tubu,phonetic
endepapuanewguinea-14-180-1,,endepapuanewguinea,14-180,sisri,sisri,,,Lindsey2019,,,standardorth,sisri,phonetic
endepapuanewguinea-14-190-1,,endepapuanewguinea,14-190,mängalmängal sisri abal,mängalmängal sisri abal,,,Lindsey2019,,,standardorth,məŋalməŋal sisri abal,phonetic
endepapuanewguinea-14-210-1,,endepapuanewguinea,14-210,mängalae,mängalae,,,Lindsey2019,,,standardorth,məŋalaj,phonetic
endepapuanewguinea-14-220-1,,endepapuanewguinea,14-220,kälpalle,kälpalle,,also: tonang alle,Lindsey2019,,,standardorth,kəlpaɽe,phonetic
endepapuanewguinea-14-230-1,,endepapuanewguinea,14-230,ddänddägeny,ddänddägeny,,,Lindsey2019,,,standardorth,ɖᶼənɖᶼəɡeɲ,phonetic
endepapuanewguinea-14-240-1,,endepapuanewguinea,14-240,mällam,mällam,,,Lindsey2019,,,standardorth,məɽam,phonetic
endepapuanewguinea-14-250-1,,endepapuanewguinea,14-250,kam,kam,,also: murmur,Lindsey2019,,,standardorth,kam,phonetic
endepapuanewguinea-14-252-1,,endepapuanewguinea,14-252,källmakällme,källmakällme,,,Lindsey2019,,,standardorth,kəɽmakəɽme,phonetic
endepapuanewguinea-14-260-1,,endepapuanewguinea,14-260,llätt,llätt,,,Lindsey2019,,,standardorth,ɽəʈᶳ,phonetic
endepapuanewguinea-14-270-1,,endepapuanewguinea,14-270,ttäman,ttäman,,,Lindsey2019,,,standardorth,ʈᶳəman,phonetic
endepapuanewguinea-14-280-1,,endepapuanewguinea,14-280,llätt,llätt,,,Lindsey2019,,,standardorth,ɽəʈᶳ,phonetic
endepapuanewguinea-14-290-1,,endepapuanewguinea,14-290,särambae,särambae,,,Lindsey2019,,,standardorth,sərambaj,phonetic
endepapuanewguinea-14-310-1,,endepapuanewguinea,14-310,täräp bllam,täräp bllam,,"also: enanaeenanae, mäna ulle",Lindsey2019,,,standardorth,tərəp bɽam,phonetic
endepapuanewguinea-14-320-1,,endepapuanewguinea,14-320,paewam,paewam,,,Lindsey2019,,,standardorth,pajwam,phonetic
endepapuanewguinea-14-330-1,,endepapuanewguinea,14-330,täräp me,täräp me,,,Lindsey2019,,,standardorth,tərəp me,phonetic
endepapuanewguinea-14-331-1,,endepapuanewguinea,14-331,dowae abal,dowae abal,,,Lindsey2019,,,standardorth,dowaj abal,phonetic
endepapuanewguinea-14-332-1,,endepapuanewguinea,14-332,täräpang,täräpang,,,Lindsey2019,,,standardorth,tərəpaŋ,phonetic
endepapuanewguinea-14-340-1,,endepapuanewguinea,14-340,ddone abal,ddone abal,,,Lindsey2019,,,standardorth,ɖᶼone abal,phonetic
endepapuanewguinea-14-350-1,,endepapuanewguinea,14-350,ako kame,ako kame,,,Lindsey2019,,,standardorth,ako kame,phonetic
endepapuanewguinea-14-410-1,,endepapuanewguinea,14-410,yebdo,yebdo,,,Lindsey2019,,,standardorth,jebdo,phonetic
endepapuanewguinea-14-420-1,,endepapuanewguinea,14-420,iddob,iddob,,,Lindsey2019,,,standardorth,iɖᶼob,phonetic
endepapuanewguinea-14-430-1,,endepapuanewguinea,14-430,bädab,bädab,,also: balme päp,Lindsey2019,,,standardorth,bədab,phonetic
endepapuanewguinea-14-440-1,,endepapuanewguinea,14-440,ag,ag,,,Lindsey2019,,,standardorth,aɡ,phonetic
endepapuanewguinea-14-450-1,,endepapuanewguinea,14-450,yäbäd tuktuk,yäbäd tuktuk,,,Lindsey2019,,,standardorth,jəbəd tuktuk,phonetic
endepapuanewguinea-14-451-1,,endepapuanewguinea,14-451,toto,toto,,,Lindsey2019,,,standardorth,toto,phonetic
endepapuanewguinea-14-460-1,,endepapuanewguinea,14-460,awi,awi,,,Lindsey2019,,,standardorth,awi,phonetic
endepapuanewguinea-14-470-1,,endepapuanewguinea,14-470,sisri ebdo,sisri ebdo,,,Lindsey2019,,,standardorth,sisri ebdo,phonetic
endepapuanewguinea-14-480-1,,endepapuanewguinea,14-480,känaebag,känaebag,,,Lindsey2019,,,standardorth,kənajbaɡ,phonetic
endepapuanewguinea-14-481-1,,endepapuanewguinea,14-481,ttongo iddob,ttongo iddob,,,Lindsey2019,,,standardorth,ʈᶳoŋo iɖᶼob,phonetic
endepapuanewguinea-14-490-1,,endepapuanewguinea,14-490,tätäm,tätäm,,,Lindsey2019,,,standardorth,tətəm,phonetic
endepapuanewguinea-14-491-1,,endepapuanewguinea,14-491,eddom,eddom,,,Lindsey2019,,,standardorth,eɖᶼom,phonetic
endepapuanewguinea-14-510-1,,endepapuanewguinea,14-510,tätäräp,tätäräp,,,Lindsey2019,,,standardorth,tətərəp,phonetic
endepapuanewguinea-14-530-1,,endepapuanewguinea,14-530,täräp,täräp,,,Lindsey2019,,,standardorth,tərəp,phonetic
endepapuanewguinea-14-610-1,,endepapuanewguinea,14-610,sande,sande,,,Lindsey2019,,,standardorth,sande,phonetic
endepapuanewguinea-14-620-1,,endepapuanewguinea,14-620,sande,sande,,,Lindsey2019,,,standardorth,sande,phonetic
endepapuanewguinea-14-630-1,,endepapuanewguinea,14-630,mande,mande,,,Lindsey2019,,,standardorth,mande,phonetic
endepapuanewguinea-14-640-1,,endepapuanewguinea,14-640,tusde,tusde,,,Lindsey2019,,,standardorth,tusde,phonetic
endepapuanewguinea-14-650-1,,endepapuanewguinea,14-650,winisde,winisde,,,Lindsey2019,,,standardorth,winisde,phonetic
endepapuanewguinea-14-660-1,,endepapuanewguinea,14-660,tesde,tesde,,,Lindsey2019,,,standardorth,tesde,phonetic
endepapuanewguinea-14-670-1,,endepapuanewguinea,14-670,päraede,päraede,,,Lindsey2019,,,standardorth,pərajde,phonetic
endepapuanewguinea-14-680-1,,endepapuanewguinea,14-680,sadade,sadade,,,Lindsey2019,,,standardorth,sadade,phonetic
endepapuanewguinea-14-710-1,,endepapuanewguinea,14-710,kok,kok,,,Lindsey2019,,,standardorth,kok,phonetic
endepapuanewguinea-14-730-1,,endepapuanewguinea,14-730,pazi,pazi,,,Lindsey2019,,,standardorth,pazi,phonetic
endepapuanewguinea-14-740-1,,endepapuanewguinea,14-740,kämag,kämag,,Jan-Mar,Lindsey2019,,,standardorth,kəmaɡ,phonetic
endepapuanewguinea-14-750-1,,endepapuanewguinea,14-750,bawa,bawa,,Apr-June,Lindsey2019,,,standardorth,bawa,phonetic
endepapuanewguinea-14-760-1,,endepapuanewguinea,14-760,yäbäd bäng,yäbäd bäng,,July-Sep,Lindsey2019,,,standardorth,jəbəd bəŋ,phonetic
endepapuanewguinea-14-770-1,,endepapuanewguinea,14-770,sis,sis,,Oct-Dec,Lindsey2019,,,standardorth,sis,phonetic
endepapuanewguinea-15-210-1,,endepapuanewguinea,15-210,molle,molle,,,Lindsey2019,,,standardorth,moɽe,phonetic
endepapuanewguinea-15-212-1,,endepapuanewguinea,15-212,mollemolle,mollemolle,,,Lindsey2019,,,standardorth,moɽemoɽe,phonetic
endepapuanewguinea-15-220-1,,endepapuanewguinea,15-220,molle dungg,molle dungg,,,Lindsey2019,,,standardorth,moɽe duŋɡ,phonetic
endepapuanewguinea-15-250-1,,endepapuanewguinea,15-250,mer molleang,mer molleang,,,Lindsey2019,,,standardorth,mer moɽeaŋ,phonetic
endepapuanewguinea-15-260-1,,endepapuanewguinea,15-260,gagäll molleang,gagäll molleang,,,Lindsey2019,,,standardorth,ɡaɡəɽ moɽeaŋ,phonetic
endepapuanewguinea-15-310-1,,endepapuanewguinea,15-310,eräng,eräng,,,Lindsey2019,,,standardorth,erəŋ,phonetic
endepapuanewguinea-15-350-1,,endepapuanewguinea,15-350,mokowang,mokowang,,,Lindsey2019,,,standardorth,mokowaŋ,phonetic
endepapuanewguinea-15-360-1,,endepapuanewguinea,15-360,bile ponpon,bile ponpon,,,Lindsey2019,,,standardorth,bile ponpon,phonetic
endepapuanewguinea-15-370-1,,endepapuanewguinea,15-370,koepang,koepang,,,Lindsey2019,,,standardorth,kojpaŋ,phonetic
endepapuanewguinea-15-380-1,,endepapuanewguinea,15-380,dɨlag,dɨlag,,,Lindsey2019,,,standardorth,dɪlaɡ,phonetic
endepapuanewguinea-15-390-1,,endepapuanewguinea,15-390,koepang,koepang,,,Lindsey2019,,,standardorth,kojpaŋ,phonetic
endepapuanewguinea-15-410-1,,endepapuanewguinea,15-410,dändär,dändär,,,Lindsey2019,,,standardorth,dəndər,phonetic
endepapuanewguinea-15-420-1,,endepapuanewguinea,15-420,dändär,dändär,,,Lindsey2019,,,standardorth,dəndər,phonetic
endepapuanewguinea-15-440-1,,endepapuanewguinea,15-440,yowäl,yowäl,,,Lindsey2019,,,standardorth,jowəl,phonetic
endepapuanewguinea-15-450-1,,endepapuanewguinea,15-450,ullewae,ullewae,,,Lindsey2019,,,standardorth,uɽewaj,phonetic
endepapuanewguinea-15-460-1,,endepapuanewguinea,15-460,känyertto,känyertto,,also: mätaru,Lindsey2019,,,standardorth,kəɲerʈᶳo,phonetic
endepapuanewguinea-15-510-1,,endepapuanewguinea,15-510,ikop,ikop,,,Lindsey2019,,,standardorth,ikop,phonetic
endepapuanewguinea-15-520-1,,endepapuanewguinea,15-520,ikop,ikop,,,Lindsey2019,,,standardorth,ikop,phonetic
endepapuanewguinea-15-550-1,,endepapuanewguinea,15-550,taempäg,taempäg,,,Lindsey2019,,,standardorth,tajmpəɡ,phonetic
endepapuanewguinea-15-560-1,,endepapuanewguinea,15-560,gllae,gllae,,,Lindsey2019,,,standardorth,ɡɽaj,phonetic
endepapuanewguinea-15-570-1,,endepapuanewguinea,15-570,indrang,indrang,,,Lindsey2019,,,standardorth,indraŋ,phonetic
endepapuanewguinea-15-620-1,,endepapuanewguinea,15-620,pällämpälläm,pällämpälläm,,,Lindsey2019,,,standardorth,pəɽəmpəɽəm,phonetic
endepapuanewguinea-15-630-1,,endepapuanewguinea,15-630,bɨtbɨt,bɨtbɨt,,,Lindsey2019,,,standardorth,bɪtbɪt,phonetic
endepapuanewguinea-15-640-1,,endepapuanewguinea,15-640,pällämpälläm,pällämpälläm,,,Lindsey2019,,,standardorth,pəɽəmpəɽəm,phonetic
endepapuanewguinea-15-650-1,,endepapuanewguinea,15-650,bɨtbɨt,bɨtbɨt,,,Lindsey2019,,,standardorth,bɪtbɪt,phonetic
endepapuanewguinea-15-660-1,,endepapuanewguinea,15-660,mamam,mamam,,,Lindsey2019,,,standardorth,mamam,phonetic
endepapuanewguinea-15-670-1,,endepapuanewguinea,15-670,kätt ine,kätt ine,,,Lindsey2019,,,standardorth,kəʈᶳ ine,phonetic
endepapuanewguinea-15-680-1,,endepapuanewguinea,15-680,llo ttam kirekire,llo ttam kirekire,,also: kukollkukoll,Lindsey2019,,,standardorth,ɽo ʈᶳam kirekire,phonetic
endepapuanewguinea-15-690-1,,endepapuanewguinea,15-690,sägäsägäd,sägäsägäd,,,Lindsey2019,,,standardorth,səɡəsəɡəd,phonetic
endepapuanewguinea-15-710-1,,endepapuanewguinea,15-710,dɨbɨl,dɨbɨl,,,Lindsey2019,,,standardorth,dɪbɪl,phonetic
endepapuanewguinea-15-712-1,,endepapuanewguinea,15-712,tokomoll,tokomoll,,,Lindsey2019,,,standardorth,tokomoɽ,phonetic
endepapuanewguinea-15-720-1,,endepapuanewguinea,15-720,sämongg,sämongg,,,Lindsey2019,,,standardorth,səmoŋɡ,phonetic
endepapuanewguinea-15-740-1,,endepapuanewguinea,15-740,llokttang,llokttang,,,Lindsey2019,,,standardorth,ɽokʈᶳaŋ,phonetic
endepapuanewguinea-15-750-1,,endepapuanewguinea,15-750,kuddäkuddäll,kuddäkuddäll,,,Lindsey2019,,,standardorth,kuɖᶼəkuɖᶼəɽ,phonetic
endepapuanewguinea-15-760-1,,endepapuanewguinea,15-760,gagäll,gagäll,,,Lindsey2019,,,standardorth,ɡaɡəɽ,phonetic
endepapuanewguinea-15-770-1,,endepapuanewguinea,15-770,mer,mer,,,Lindsey2019,,,standardorth,mer,phonetic
endepapuanewguinea-15-780-1,,endepapuanewguinea,15-780,llɨngang,llɨngang,,,Lindsey2019,,,standardorth,ɽɪŋaŋ,phonetic
endepapuanewguinea-15-790-1,,endepapuanewguinea,15-790,llɨngmeny,llɨngmeny,,,Lindsey2019,,,standardorth,ɽɪŋmeɲ,phonetic
endepapuanewguinea-15-810-1,,endepapuanewguinea,15-810,buddog,buddog,,,Lindsey2019,,,standardorth,buɖᶼoɡ,phonetic
endepapuanewguinea-15-820-1,,endepapuanewguinea,15-820,pwapwa,pwapwa,,,Lindsey2019,,,standardorth,pwapwa,phonetic
endepapuanewguinea-15-830-1,,endepapuanewguinea,15-830,käptang,käptang,,,Lindsey2019,,,standardorth,kəptaŋ,phonetic
endepapuanewguinea-15-840-1,,endepapuanewguinea,15-840,käptang,käptang,,,Lindsey2019,,,standardorth,kəptaŋ,phonetic
endepapuanewguinea-15-850-1,,endepapuanewguinea,15-850,dɨdɨr,dɨdɨr,,,Lindsey2019,,,standardorth,dɪdɪr,phonetic
endepapuanewguinea-15-851-1,,endepapuanewguinea,15-851,ttänttäm,ttänttäm,,,Lindsey2019,,,standardorth,ʈᶳənʈᶳəm,phonetic
endepapuanewguinea-15-860-1,,endepapuanewguinea,15-860,kallkäll,kallkäll,,also: kädkäd,Lindsey2019,,,standardorth,kaɽkəɽ,phonetic
endepapuanewguinea-15-870-1,,endepapuanewguinea,15-870,sisor,sisor,,,Lindsey2019,,,standardorth,sisor,phonetic
endepapuanewguinea-15-880-1,,endepapuanewguinea,15-880,kotang,kotang,,,Lindsey2019,,,standardorth,kotaŋ,phonetic
endepapuanewguinea-15-890-1,,endepapuanewguinea,15-890,merkämäll merkämäll,merkämäll merkämäll,,,Lindsey2019,,,standardorth,merkəməɽ merkəməɽ,phonetic
endepapuanewguinea-16-110-1,,endepapuanewguinea,16-110,anyke,anyke,,,Lindsey2019,,,standardorth,aɲke,phonetic
endepapuanewguinea-16-150-1,,endepapuanewguinea,16-150,poper,poper,,,Lindsey2019,,,standardorth,poper,phonetic
endepapuanewguinea-16-230-1,,endepapuanewguinea,16-230,kili,kili,,,Lindsey2019,,,standardorth,kili,phonetic
endepapuanewguinea-16-250-1,,endepapuanewguinea,16-250,tongoe,tongoe,,,Lindsey2019,,,standardorth,toŋoj,phonetic
endepapuanewguinea-16-251-1,,endepapuanewguinea,16-251,ngoe gi,ngoe gi,,,Lindsey2019,,,standardorth,ŋoj ɡi,phonetic
endepapuanewguinea-16-260-1,,endepapuanewguinea,16-260,tongoe,tongoe,,,Lindsey2019,,,standardorth,toŋoj,phonetic
endepapuanewguinea-16-270-1,,endepapuanewguinea,16-270,mokowang,mokowang,,,Lindsey2019,,,standardorth,mokowaŋ,phonetic
endepapuanewguinea-16-290-1,,endepapuanewguinea,16-290,ume ddällddäll,ume ddällddäll,,,Lindsey2019,,,standardorth,ume ɖᶼəɽɖᶼəɽ,phonetic
endepapuanewguinea-16-300-1,,endepapuanewguinea,16-300,ngongop,ngongop,,,Lindsey2019,,,standardorth,ŋoŋop,phonetic
endepapuanewguinea-16-310-1,,endepapuanewguinea,16-310,tätäp,tätäp,,,Lindsey2019,,,standardorth,tətəp,phonetic
endepapuanewguinea-16-320-1,,endepapuanewguinea,16-320,kandärmang,kandärmang,,,Lindsey2019,,,standardorth,kandərmaŋ,phonetic
endepapuanewguinea-16-330-1,,endepapuanewguinea,16-330,näkäp ttämoe,näkäp ttämoe,,,Lindsey2019,,,standardorth,nəkəp ʈᶳəmoj,phonetic
endepapuanewguinea-16-340-1,,endepapuanewguinea,16-340,bämbäl,bämbäl,,,Lindsey2019,,,standardorth,bəmbəl,phonetic
endepapuanewguinea-16-350-1,,endepapuanewguinea,16-350,ngänaeka,ngänaeka,,,Lindsey2019,,,standardorth,ŋənajka,phonetic
endepapuanewguinea-16-370-1,,endepapuanewguinea,16-370,ngänaeka täl,ngänaeka täl,,,Lindsey2019,,,standardorth,ŋənajka təl,phonetic
endepapuanewguinea-16-380-1,,endepapuanewguinea,16-380,nyäkiyam,nyäkiyam,,,Lindsey2019,,,standardorth,ɲəkijam,phonetic
endepapuanewguinea-16-410-1,,endepapuanewguinea,16-410,llowamang,llowamang,,also: mokomeny,Lindsey2019,,,standardorth,ɽowamaŋ,phonetic
endepapuanewguinea-16-420-1,,endepapuanewguinea,16-420,mikutt,mikutt,,,Lindsey2019,,,standardorth,mikuʈᶳ,phonetic
endepapuanewguinea-16-440-1,,endepapuanewguinea,16-440,war,war,,,Lindsey2019,,,standardorth,war,phonetic
endepapuanewguinea-16-450-1,,endepapuanewguinea,16-450,lel,lel,,,Lindsey2019,,,standardorth,lel,phonetic
endepapuanewguinea-16-480-1,,endepapuanewguinea,16-480,ddonddo,ddonddo,,,Lindsey2019,,,standardorth,ɖᶼonɖᶼo,phonetic
endepapuanewguinea-16-510-1,,endepapuanewguinea,16-510,aläm,aläm,,,Lindsey2019,,,standardorth,aləm,phonetic
endepapuanewguinea-16-520-1,,endepapuanewguinea,16-520,lelmeny,lelmeny,,,Lindsey2019,,,standardorth,lelmeɲ,phonetic
endepapuanewguinea-16-530-1,,endepapuanewguinea,16-530,lel,lel,,,Lindsey2019,,,standardorth,lel,phonetic
endepapuanewguinea-16-540-1,,endepapuanewguinea,16-540,aläm,aläm,,,Lindsey2019,,,standardorth,aləm,phonetic
endepapuanewguinea-16-620-1,,endepapuanewguinea,16-620,moko,moko,,,Lindsey2019,,,standardorth,moko,phonetic
endepapuanewguinea-16-622-1,,endepapuanewguinea,16-622,moko,moko,,,Lindsey2019,,,standardorth,moko,phonetic
endepapuanewguinea-16-630-1,,endepapuanewguinea,16-630,moko,moko,,,Lindsey2019,,,standardorth,moko,phonetic
endepapuanewguinea-16-660-1,,endepapuanewguinea,16-660,imomdae,imomdae,,,Lindsey2019,,,standardorth,imomdaj,phonetic
endepapuanewguinea-16-670-1,,endepapuanewguinea,16-670,kuki,kuki,,,Lindsey2019,,,standardorth,kuki,phonetic
endepapuanewguinea-16-680-1,,endepapuanewguinea,16-680,eka kuki,eka kuki,,,Lindsey2019,,,standardorth,eka kuki,phonetic
endepapuanewguinea-16-690-1,,endepapuanewguinea,16-690,wangam,wangam,,,Lindsey2019,,,standardorth,waŋam,phonetic
endepapuanewguinea-16-710-1,,endepapuanewguinea,16-710,mer,mer,,,Lindsey2019,,,standardorth,mer,phonetic
endepapuanewguinea-16-720-1,,endepapuanewguinea,16-720,gagäll,gagäll,,,Lindsey2019,,,standardorth,ɡaɡəɽ,phonetic
endepapuanewguinea-16-730-1,,endepapuanewguinea,16-730,mullae,mullae,,,Lindsey2019,,,standardorth,muɽaj,phonetic
endepapuanewguinea-16-740-1,,endepapuanewguinea,16-740,ddone mullae,ddone mullae,,,Lindsey2019,,,standardorth,ɖᶼone muɽaj,phonetic
endepapuanewguinea-16-760-1,,endepapuanewguinea,16-760,mit,mit,,,Lindsey2019,,,standardorth,mit,phonetic
endepapuanewguinea-16-770-1,,endepapuanewguinea,16-770,ddällämbog,ddällämbog,,,Lindsey2019,,,standardorth,ɖᶼəɽəmboɡ,phonetic
endepapuanewguinea-16-780-1,,endepapuanewguinea,16-780,malmal,malmal,,,Lindsey2019,,,standardorth,malmal,phonetic
endepapuanewguinea-16-790-1,,endepapuanewguinea,16-790,kili,kili,,,Lindsey2019,,,standardorth,kili,phonetic
endepapuanewguinea-16-810-1,,endepapuanewguinea,16-810,mer abal,mer abal,,,Lindsey2019,,,standardorth,mer abal,phonetic
endepapuanewguinea-16-820-1,,endepapuanewguinea,16-820,gagäll abal,gagäll abal,,,Lindsey2019,,,standardorth,ɡaɡəɽ abal,phonetic
endepapuanewguinea-16-830-1,,endepapuanewguinea,16-830,ttonggmeny,ttonggmeny,,,Lindsey2019,,,standardorth,ʈᶳoŋɡmeɲ,phonetic
endepapuanewguinea-16-840-1,,endepapuanewguinea,16-840,näkäpang abal,näkäpang abal,,,Lindsey2019,,,standardorth,nəkəpaŋ abal,phonetic
endepapuanewguinea-17-110-1,,endepapuanewguinea,17-110,näkäp,näkäp,,,Lindsey2019,,,standardorth,nəkəp,phonetic
endepapuanewguinea-17-130-1,,endepapuanewguinea,17-130,ngonongg,ngonongg,,,Lindsey2019,,,standardorth,ŋonoŋɡ,phonetic
endepapuanewguinea-17-140-1,,endepapuanewguinea,17-140,ngonongg,ngonongg,,,Lindsey2019,,,standardorth,ŋonoŋɡ,phonetic
endepapuanewguinea-17-150-1,,endepapuanewguinea,17-150,imomdae,imomdae,,,Lindsey2019,,,standardorth,imomdaj,phonetic
endepapuanewguinea-17-160-1,,endepapuanewguinea,17-160,ngänam,ngänam,,,Lindsey2019,,,standardorth,ŋənam,phonetic
endepapuanewguinea-17-170-1,,endepapuanewguinea,17-170,umllang,umllang,,,Lindsey2019,,,standardorth,umɽaŋ,phonetic
endepapuanewguinea-17-171-1,,endepapuanewguinea,17-171,ngaskäma,ngaskäma,,,Lindsey2019,,,standardorth,ŋaskəma,phonetic
endepapuanewguinea-17-172-1,,endepapuanewguinea,17-172,ume nyanyu,ume nyanyu,,,Lindsey2019,,,standardorth,ume ɲaɲu,phonetic
endepapuanewguinea-17-180-1,,endepapuanewguinea,17-180,ngaskäma,ngaskäma,,,Lindsey2019,,,standardorth,ŋaskəma,phonetic
endepapuanewguinea-17-190-1,,endepapuanewguinea,17-190,näkäpngon,näkäpngon,,,Lindsey2019,,,standardorth,nəkəpŋon,phonetic
endepapuanewguinea-17-210-1,,endepapuanewguinea,17-210,umull peyang,umull peyang,,,Lindsey2019,,,standardorth,umuɽ pejaŋ,phonetic
endepapuanewguinea-17-220-1,,endepapuanewguinea,17-220,näkäpmeny,näkäpmeny,,,Lindsey2019,,,standardorth,nəkəpmeɲ,phonetic
endepapuanewguinea-17-230-1,,endepapuanewguinea,17-230,konkonang,konkonang,,,Lindsey2019,,,standardorth,konkonaŋ,phonetic
endepapuanewguinea-17-240-1,,endepapuanewguinea,17-240,tameny,tameny,,,Lindsey2019,,,standardorth,tameɲ,phonetic
endepapuanewguinea-17-242-1,,endepapuanewguinea,17-242,tameny,tameny,,,Lindsey2019,,,standardorth,tameɲ,phonetic
endepapuanewguinea-17-250-1,,endepapuanewguinea,17-250,tameny,tameny,,,Lindsey2019,,,standardorth,tameɲ,phonetic
endepapuanewguinea-17-260-1,,endepapuanewguinea,17-260,skulang,skulang,,,Lindsey2019,,,standardorth,skulaŋ,phonetic
endepapuanewguinea-17-270-1,,endepapuanewguinea,17-270,tamenyang,tamenyang,,,Lindsey2019,,,standardorth,tameɲaŋ,phonetic
endepapuanewguinea-17-280-1,,endepapuanewguinea,17-280,skul,skul,,,Lindsey2019,,,standardorth,skul,phonetic
endepapuanewguinea-17-310-1,,endepapuanewguinea,17-310,bälämbäl,bälämbäl,,,Lindsey2019,,,standardorth,bələmbəl,phonetic
endepapuanewguinea-17-320-1,,endepapuanewguinea,17-320,wangam,wangam,,,Lindsey2019,,,standardorth,waŋam,phonetic
endepapuanewguinea-17-340-1,,endepapuanewguinea,17-340,ngänamang,ngänamang,,,Lindsey2019,,,standardorth,ŋənamaŋ,phonetic
endepapuanewguinea-17-350-1,,endepapuanewguinea,17-350,ngänameny,ngänameny,,,Lindsey2019,,,standardorth,ŋənameɲ,phonetic
endepapuanewguinea-17-360-1,,endepapuanewguinea,17-360,su eka,su eka,,,Lindsey2019,,,standardorth,su eka,phonetic
endepapuanewguinea-17-370-1,,endepapuanewguinea,17-370,mɨnyi,mɨnyi,,,Lindsey2019,,,standardorth,mɪɲi,phonetic
endepapuanewguinea-17-380-1,,endepapuanewguinea,17-380,eka pänae,eka pänae,,,Lindsey2019,,,standardorth,eka pənaj,phonetic
endepapuanewguinea-17-410-1,,endepapuanewguinea,17-410,mit,mit,,,Lindsey2019,,,standardorth,mit,phonetic
endepapuanewguinea-17-420-1,,endepapuanewguinea,17-420,mit,mit,,,Lindsey2019,,,standardorth,mit,phonetic
endepapuanewguinea-17-430-1,,endepapuanewguinea,17-430,ddone mɨnyi,ddone mɨnyi,,,Lindsey2019,,,standardorth,ɖᶼone mɪɲi,phonetic
endepapuanewguinea-17-440-1,,endepapuanewguinea,17-440,malmal,malmal,,,Lindsey2019,,,standardorth,malmal,phonetic
endepapuanewguinea-17-441-1,,endepapuanewguinea,17-441,sänge,sänge,,,Lindsey2019,,,standardorth,səŋe,phonetic
endepapuanewguinea-17-450-1,,endepapuanewguinea,17-450,moko abal,moko abal,,,Lindsey2019,,,standardorth,moko abal,phonetic
